Datetime,Temperature,Humidity,Zephyr,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
5/9/2017 2:00,18.76,85.1,0.074,0.055,0.1,25532.85246
5/9/2017 2:20,18.71,86.0,0.077,0.055,0.145,24714.4918
5/9/2017 2:40,18.59,86.8,0.07,0.048,0.159,24878.16393
5/9/2017 3:00,18.52,87.5,0.076,0.04,0.1,24991.47541
5/9/2017 3:20,18.38,88.0,0.079,0.055,0.145,25293.63934
5/9/2017 3:40,18.09,88.2,0.075,0.048,0.137,26149.77049
5/9/2017 4:00,18.0,88.3,2.466,0.044,0.141,25784.65574
5/9/2017 4:20,18.01,88.2,4.919,0.048,0.137,25129.96721
5/9/2017 4:40,16.6,87.9,4.921,0.055,0.13,24424.91803
5/9/2017 5:00,16.79,88.1,4.921,0.051,0.115,22511.21311
5/9/2017 5:20,16.65,87.8,4.919,0.044,0.107,21869.11475
5/9/2017 5:40,17.13,89.6,4.919,0.059,0.141,22020.19672
5/9/2017 6:00,16.71,88.9,4.918,0.483,0.5,23795.40984
5/9/2017 6:20,17.34,88.6,4.915,4.851,4.029,24840.39344
5/9/2017 6:40,16.71,89.1,4.917,17.52,14.99,25004.06557
5/9/2017 7:00,17.56,89.1,4.916,19.75,16.99,25381.77049
5/9/2017 7:20,17.93,88.3,4.914,41.24,35.31,25998.68852
5/9/2017 7:40,18.15,87.6,4.915,63.66,54.2,25746.88525
5/9/2017 8:00,18.22,86.5,4.913,75.8,63.57,23682.09836
5/9/2017 8:20,18.29,85.8,4.916,83.3,71.0,25318.81967
5/9/2017 8:40,18.36,84.9,4.916,104.7,89.4,26477.11475
5/9/2017 9:00,18.59,83.2,4.916,125.6,104.5,26791.86885
5/9/2017 9:20,18.76,81.9,4.208,140.0,117.1,27987.93443
5/9/2017 9:40,18.94,81.5,0.071,319.7,268.4,29146.22951
5/9/2017 10:00,19.72,78.3,0.072,655.9,588.7,30014.95082
5/9/2017 10:20,20.17,75.1,0.069,748.0,451.5,31412.45902
5/9/2017 10:40,20.2,74.0,0.067,754.0,286.5,32331.54098
5/9/2017 11:00,20.33,74.8,0.07,775.0,210.8,33691.27869
5/9/2017 11:20,20.36,75.3,4.916,808.0,179.2,34761.44262
5/9/2017 11:40,20.72,72.9,4.924,824.0,134.8,35642.7541
5/9/2017 12:00,20.96,73.0,4.921,868.0,123.0,36070.81967
5/9/2017 12:20,20.96,73.5,4.921,776.0,119.9,36234.4918
5/9/2017 12:40,20.91,74.7,4.923,856.0,136.1,36234.4918
5/9/2017 13:00,21.42,71.1,4.924,917.0,132.3,36133.77049
5/9/2017 13:20,21.48,71.1,4.925,869.0,132.3,35995.27869
5/9/2017 13:40,21.55,70.5,4.925,887.0,97.2,35982.68852
5/9/2017 14:00,21.33,71.4,4.928,849.0,119.3,35453.90164
5/9/2017 14:20,21.51,70.4,4.93,808.0,122.1,35819.01639
5/9/2017 14:40,21.56,71.0,4.924,814.0,112.4,35630.16393
5/9/2017 15:00,21.79,70.9,4.928,799.0,115.4,34849.57377
5/9/2017 15:20,21.43,72.0,4.926,784.0,156.1,34547.40984
5/9/2017 15:40,21.39,72.2,4.919,687.2,352.2,34774.03279
5/9/2017 16:00,21.49,71.6,4.92,675.3,654.6,34119.34426
5/9/2017 16:20,21.45,72.2,4.92,622.4,641.9,34006.03279
5/9/2017 16:40,21.26,73.7,4.922,567.8,580.0,34043.80328
5/9/2017 17:00,21.33,74.1,4.921,460.4,471.3,33187.67213
5/9/2017 17:20,20.99,75.1,4.919,456.7,483.8,33250.62295
5/9/2017 17:40,20.88,75.3,4.922,361.2,369.5,33842.36066
5/9/2017 18:00,20.77,76.5,4.922,309.4,320.2,33980.85246
5/9/2017 18:20,20.58,77.7,4.921,234.6,243.5,34144.52459
5/9/2017 18:40,20.21,79.4,4.923,195.4,205.6,34912.52459
5/9/2017 19:00,20.22,79.2,4.924,126.2,133.1,36876.59016
5/9/2017 19:20,20.05,79.9,4.92,57.32,58.74,42894.68852
5/9/2017 19:40,19.96,80.0,4.922,34.97,34.57,45223.86885
5/9/2017 20:00,19.73,81.4,4.92,13.28,12.22,45526.03279
5/9/2017 20:20,19.49,83.2,4.921,1.068,0.953,45702.29508
5/9/2017 20:40,19.22,84.8,4.92,0.04,0.133,45349.77049
5/9/2017 21:00,19.12,85.4,4.918,0.048,0.115,45009.83607
5/9/2017 21:20,19.1,86.0,4.922,0.048,0.104,44682.4918
5/9/2017 21:40,19.14,86.0,4.919,0.069,0.085,43423.47541
5/9/2017 22:00,19.12,86.2,4.914,0.04,0.119,42252.59016
5/9/2017 22:20,19.01,86.5,4.919,0.059,0.1,40641.04918
5/9/2017 22:40,18.96,86.9,4.918,0.066,0.1,38236.32787
5/9/2017 23:00,18.84,87.5,4.909,0.037,0.148,35730.88525
5/9/2017 23:20,18.58,87.7,4.917,0.062,0.1,33741.63934
5/9/2017 23:40,18.52,87.6,4.917,0.062,0.096,31475.40984
5/10/2017 0:00,18.53,87.0,4.911,0.044,0.119,30191.21311
5/10/2017 0:20,18.62,86.7,4.916,0.055,0.137,29284.72131
5/10/2017 0:40,18.56,87.1,4.915,0.037,0.133,27635.40984
5/10/2017 1:00,18.46,87.2,4.912,0.051,0.119,26930.36066
5/10/2017 1:20,18.3,87.2,4.916,0.059,0.163,26212.72131
5/10/2017 1:40,18.08,87.2,4.916,0.069,0.074,25356.59016
5/10/2017 2:00,17.9,87.4,4.913,0.029,0.126,25180.32787
5/10/2017 2:20,17.53,87.6,4.915,0.048,0.085,24802.62295
5/10/2017 2:40,17.35,88.0,4.916,0.055,0.163,24928.52459
5/10/2017 3:00,17.05,88.1,4.914,0.037,0.193,24676.72131
5/10/2017 3:20,16.56,88.3,4.915,0.062,0.104,25041.83607
5/10/2017 3:40,16.35,88.8,4.916,0.055,0.093,26388.98361
5/10/2017 4:00,16.2,88.7,4.919,0.055,0.119,25646.16393
5/10/2017 4:20,15.92,89.1,4.915,0.055,0.107,25469.90164
5/10/2017 4:40,15.89,90.0,4.916,0.04,0.133,24664.13115
5/10/2017 5:00,15.71,89.9,4.915,0.044,0.156,22209.04918
5/10/2017 5:20,15.62,90.3,4.913,0.044,0.145,21201.83607
5/10/2017 5:40,15.52,90.3,4.915,0.066,0.137,21806.16393
5/10/2017 6:00,15.4,90.6,4.913,0.549,0.519,23153.31148
5/10/2017 6:20,15.39,90.7,4.911,6.489,5.671,24550.81967
5/10/2017 6:40,15.46,90.2,4.914,21.85,18.96,25016.65574
5/10/2017 7:00,15.65,89.7,4.913,33.44,29.24,25104.78689
5/10/2017 7:20,16.13,89.6,4.914,48.58,41.82,26011.27869
5/10/2017 7:40,16.58,88.7,4.911,72.9,61.48,26993.31148
5/10/2017 8:00,17.18,88.1,4.909,81.9,68.63,28239.7377
5/10/2017 8:20,17.73,86.9,4.913,91.3,77.2,29360.2623
5/10/2017 8:40,18.12,85.8,4.915,140.9,119.9,30317.11475
5/10/2017 9:00,18.5,85.2,4.912,161.4,133.3,31890.88525
5/10/2017 9:20,18.87,83.7,4.913,290.9,238.1,32658.88525
5/10/2017 9:40,19.64,82.0,4.915,660.9,633.6,33603.14754
5/10/2017 10:00,19.85,78.7,4.912,565.8,524.5,34572.59016
5/10/2017 10:20,20.31,76.7,4.913,705.0,479.7,35630.16393
5/10/2017 10:40,20.97,73.9,4.917,749.0,179.0,35881.96721
5/10/2017 11:00,22.07,63.43,4.922,790.0,89.1,36297.44262
5/10/2017 11:20,22.65,56.92,4.926,828.0,65.36,36637.37705
5/10/2017 11:40,22.76,55.02,4.92,852.0,62.39,36738.09836
5/10/2017 12:00,22.77,58.46,4.922,873.0,61.42,36687.7377
5/10/2017 12:20,22.22,61.33,4.923,887.0,62.01,36637.37705
5/10/2017 12:40,22.21,62.03,4.924,894.0,64.8,36234.4918
5/10/2017 13:00,22.32,63.43,4.92,897.0,66.66,36058.22951
5/10/2017 13:20,22.27,63.96,4.927,896.0,69.57,36121.18033
5/10/2017 13:40,22.1,65.33,4.923,875.0,74.8,35995.27869
5/10/2017 14:00,22.12,66.13,4.922,871.0,76.1,35944.91803
5/10/2017 14:20,22.09,67.23,4.922,851.0,75.6,35491.67213
5/10/2017 14:40,22.02,67.3,4.924,828.0,75.4,35076.19672
5/10/2017 15:00,21.93,67.83,4.923,795.0,83.3,34711.08197
5/10/2017 15:20,21.81,67.83,4.924,758.0,131.4,34685.90164
5/10/2017 15:40,21.97,67.77,4.917,717.0,438.4,34270.42623
5/10/2017 16:00,21.72,69.47,4.915,668.4,677.5,33905.31148
5/10/2017 16:20,21.9,68.67,4.924,619.7,646.6,33829.77049
5/10/2017 16:40,21.54,69.77,4.919,570.9,598.7,33099.54098
5/10/2017 17:00,21.23,71.0,4.923,514.1,541.5,33275.80328
5/10/2017 17:20,21.04,72.4,4.918,452.3,478.0,33452.06557
5/10/2017 17:40,21.0,72.8,4.918,390.6,415.4,34194.88525
5/10/2017 18:00,20.79,73.8,4.918,327.9,345.4,34446.68852
5/10/2017 18:20,20.54,75.9,4.918,261.4,279.1,35504.2623
5/10/2017 18:40,20.36,76.8,4.927,198.2,212.3,36184.13115
5/10/2017 19:00,20.27,77.6,4.922,139.0,148.8,37543.86885
5/10/2017 19:20,19.95,79.4,4.919,88.2,93.7,42680.65574
5/10/2017 19:40,19.77,80.4,4.923,45.45,47.02,45979.27869
5/10/2017 20:00,19.64,81.2,4.92,11.92,10.77,46331.80328
5/10/2017 20:20,19.5,82.5,4.927,1.024,0.89,45740.06557
5/10/2017 20:40,19.47,82.9,4.924,0.051,0.082,45538.62295
5/10/2017 21:00,19.43,83.3,4.919,0.055,0.115,45249.04918
5/10/2017 21:20,19.4,83.8,4.924,0.062,0.096,45022.42623
5/10/2017 21:40,19.4,84.2,4.921,0.033,0.13,43838.95082
5/10/2017 22:00,19.44,84.4,4.916,0.066,0.096,42000.78689
5/10/2017 22:20,19.35,84.3,4.921,0.055,0.111,40112.2623
5/10/2017 22:40,19.36,84.3,4.921,0.069,0.122,37707.54098
5/10/2017 23:00,19.29,84.1,4.914,0.059,0.111,35642.7541
5/10/2017 23:20,19.23,84.2,4.92,0.051,0.13,33640.91803
5/10/2017 23:40,19.18,84.0,4.922,0.069,0.1,32155.27869
5/11/2017 0:00,19.17,83.8,4.915,0.073,0.107,30543.7377
5/11/2017 0:20,19.1,83.8,4.92,0.051,0.111,29196.59016
5/11/2017 0:40,19.1,83.8,4.918,0.062,0.145,27950.16393
5/11/2017 1:00,19.06,83.7,4.913,0.051,0.148,27031.08197
5/11/2017 1:20,18.93,83.7,4.917,0.066,0.089,26489.70492
5/11/2017 1:40,18.81,84.1,4.916,0.048,0.104,25885.37705
5/11/2017 2:00,18.73,84.3,4.911,0.048,0.141,25369.18033
5/11/2017 2:20,18.68,84.6,4.914,0.048,0.152,25457.31148
5/11/2017 2:40,18.63,84.6,4.913,0.029,0.104,25281.04918
5/11/2017 3:00,18.62,84.7,4.914,0.04,0.096,25469.90164
5/11/2017 3:20,18.48,85.2,4.913,0.048,0.17,25595.80328
5/11/2017 3:40,18.38,85.5,4.916,0.062,0.122,26464.52459
5/11/2017 4:00,18.31,85.9,4.916,0.044,0.119,25545.44262
5/11/2017 4:20,18.24,86.6,4.918,0.069,0.126,25016.65574
5/11/2017 4:40,18.19,86.9,4.916,0.044,0.141,24563.40984
5/11/2017 5:00,18.17,87.0,4.916,0.051,0.133,22297.18033
5/11/2017 5:20,18.23,87.2,4.912,0.062,0.104,21403.27869
5/11/2017 5:40,18.28,87.2,4.913,0.051,0.122,21818.7541
5/11/2017 6:00,18.24,87.1,4.917,0.516,0.497,22964.45902
5/11/2017 6:20,18.03,87.1,4.912,6.77,6.116,24160.52459
5/11/2017 6:40,18.08,87.3,4.915,40.39,35.38,24538.22951
5/11/2017 7:00,17.98,87.7,4.916,73.5,62.43,25155.14754
5/11/2017 7:20,18.22,87.7,4.91,151.9,135.6,26162.36066
5/11/2017 7:40,18.5,86.8,4.909,221.6,206.1,26426.7541
5/11/2017 8:00,18.67,85.6,4.914,312.2,294.4,28025.70492
5/11/2017 8:20,19.04,83.6,4.908,340.8,318.2,29246.95082
5/11/2017 8:40,19.49,79.0,4.912,412.5,387.2,29933.11475
5/11/2017 9:00,19.88,75.0,4.911,492.1,465.3,30984.39344
5/11/2017 9:20,20.16,73.3,4.915,542.9,512.7,31909.77049
5/11/2017 9:40,20.37,72.5,4.913,605.3,573.8,32854.03279
5/11/2017 10:00,20.69,71.7,4.916,669.9,636.3,33684.98361
5/11/2017 10:20,20.91,70.8,4.917,712.0,575.5,34434.09836
5/11/2017 10:40,20.89,71.1,4.915,748.0,313.4,34767.7377
5/11/2017 11:00,20.9,69.9,4.916,782.0,193.0,35416.13115
5/11/2017 11:20,21.07,69.3,4.918,814.0,168.5,35837.90164
5/11/2017 11:40,21.32,69.34,4.918,839.0,173.4,36303.7377
5/11/2017 12:00,21.5,69.14,4.918,855.0,183.5,36706.62295
5/11/2017 12:20,21.47,70.4,4.921,867.0,195.5,36429.63934
5/11/2017 12:40,21.63,70.2,4.921,876.0,200.6,36656.2623
5/11/2017 13:00,21.57,71.0,4.922,881.0,205.2,36599.60656
5/11/2017 13:20,21.33,71.7,4.922,879.0,210.5,35957.5082
5/11/2017 13:40,21.85,69.9,4.93,867.0,218.5,36423.34426
5/11/2017 14:00,21.84,70.4,4.92,855.0,224.2,36247.08197
5/11/2017 14:20,21.67,71.2,4.92,831.0,229.7,35957.5082
5/11/2017 14:40,21.81,70.8,4.917,802.0,234.9,35290.22951
5/11/2017 15:00,21.85,69.6,4.921,770.0,247.7,35076.19672
5/11/2017 15:20,21.67,69.87,4.922,732.0,310.4,34622.95082
5/11/2017 15:40,21.77,69.54,4.922,688.2,527.9,34622.95082
5/11/2017 16:00,21.56,70.2,4.926,637.8,592.3,34068.98361
5/11/2017 16:20,21.42,71.2,4.915,587.8,555.6,33867.54098
5/11/2017 16:40,21.25,72.7,4.922,534.6,514.3,33817.18033
5/11/2017 17:00,20.98,74.2,4.919,475.0,455.8,32847.7377
5/11/2017 17:20,21.05,74.2,4.925,415.4,401.2,33653.5082
5/11/2017 17:40,20.77,75.1,4.923,350.1,339.2,33993.44262
5/11/2017 18:00,20.74,75.0,4.927,288.9,280.8,34295.60656
5/11/2017 18:20,20.74,76.2,4.922,228.7,221.5,35038.42623
5/11/2017 18:40,20.15,78.6,4.928,163.7,156.3,35542.03279
5/11/2017 19:00,19.9,80.5,4.922,99.9,91.3,37669.77049
5/11/2017 19:20,19.87,80.8,0.07,53.32,46.38,42718.42623
5/11/2017 19:40,19.75,81.9,0.068,22.98,19.84,45261.63934
5/11/2017 20:00,19.59,82.9,0.069,5.399,4.611,46080.0
5/11/2017 20:20,19.37,83.7,0.068,0.728,0.608,46029.63934
5/11/2017 20:40,19.33,84.4,0.068,0.062,0.122,45513.44262
5/11/2017 21:00,19.26,84.9,0.071,0.059,0.13,45299.40984
5/11/2017 21:20,19.16,85.3,0.068,0.08,0.107,44405.5082
5/11/2017 21:40,19.11,85.8,0.068,0.077,0.104,43284.98361
5/11/2017 22:00,19.08,86.1,0.067,0.062,0.141,41748.98361
5/11/2017 22:20,18.99,86.5,0.066,0.055,0.104,40099.67213
5/11/2017 22:40,19.02,86.7,0.07,0.048,0.104,37594.22951
5/11/2017 23:00,19.02,86.8,0.069,0.059,0.126,35403.54098
5/11/2017 23:20,19.02,86.6,0.069,0.051,0.126,33351.34426
5/11/2017 23:40,18.98,86.8,0.069,0.066,0.137,31727.21311
5/12/2017 0:00,18.91,87.0,0.069,0.044,0.13,29964.59016
5/12/2017 0:20,18.84,87.4,0.068,0.048,0.148,28844.06557
5/12/2017 0:40,18.82,87.7,0.071,0.044,0.082,28126.42623
5/12/2017 1:00,18.78,87.8,0.07,0.069,0.133,26880.0
5/12/2017 1:20,18.73,88.0,0.069,0.062,0.178,26086.81967
5/12/2017 1:40,18.62,88.2,0.068,0.051,0.122,25281.04918
5/12/2017 2:00,18.52,88.2,0.067,0.044,0.182,24764.85246
5/12/2017 2:20,18.4,88.2,0.069,0.073,0.111,24613.77049
5/12/2017 2:40,18.34,88.1,0.072,0.062,0.159,24563.40984
5/12/2017 3:00,18.23,88.3,0.068,0.04,0.159,24978.88525
5/12/2017 3:20,18.19,88.4,0.068,0.051,0.13,24953.70492
5/12/2017 3:40,18.19,88.5,0.067,0.055,0.104,25847.60656
5/12/2017 4:00,18.11,88.5,0.065,0.033,0.111,25369.18033
5/12/2017 4:20,18.01,88.8,0.069,0.033,0.156,24890.7541
5/12/2017 4:40,17.91,89.1,0.069,0.051,0.133,24059.80328
5/12/2017 5:00,17.89,89.5,0.072,0.059,0.145,21969.83607
5/12/2017 5:20,17.77,89.8,0.072,0.026,0.167,21541.77049
5/12/2017 5:40,17.72,90.0,0.073,0.055,0.133,21365.5082
5/12/2017 6:00,17.78,89.9,0.074,0.157,0.245,23077.77049
5/12/2017 6:20,17.84,89.7,0.069,1.69,1.486,24450.09836
5/12/2017 6:40,17.86,89.5,0.068,7.12,6.249,24978.88525
5/12/2017 7:00,17.77,89.6,0.069,14.19,11.8,25142.55738
5/12/2017 7:20,17.74,89.7,0.07,27.03,22.25,25960.91803
5/12/2017 7:40,17.78,89.6,0.069,44.33,36.92,26842.22951
5/12/2017 8:00,17.75,89.4,0.068,67.35,56.0,27685.77049
5/12/2017 8:20,17.85,88.9,0.065,75.7,63.1,28642.62295
5/12/2017 8:40,17.92,88.8,0.068,122.5,102.2,29486.16393
5/12/2017 9:00,17.98,88.7,0.065,118.3,99.7,30115.67213
5/12/2017 9:20,17.94,88.9,0.066,145.0,122.2,31336.91803
5/12/2017 9:40,18.09,88.4,0.072,265.6,220.8,32457.44262
5/12/2017 10:00,18.47,86.9,0.07,316.4,264.6,33729.04918
5/12/2017 10:20,18.96,84.7,0.07,477.1,378.1,33653.5082
5/12/2017 10:40,19.21,82.4,0.071,570.1,410.5,34736.2623
5/12/2017 11:00,19.44,80.6,0.074,758.0,351.2,35617.57377
5/12/2017 11:20,19.89,78.5,0.069,832.0,262.8,36511.47541
5/12/2017 11:40,20.16,76.9,0.069,842.0,242.5,37052.85246
5/12/2017 12:00,20.41,74.7,0.069,854.0,232.6,36914.36066
5/12/2017 12:20,20.59,73.8,0.069,874.0,219.9,36033.04918
5/12/2017 12:40,20.79,73.7,0.073,885.0,225.3,35227.27869
5/12/2017 13:00,20.76,74.0,0.07,897.0,228.1,35265.04918
5/12/2017 13:20,20.66,73.1,0.069,885.0,219.5,35693.11475
5/12/2017 13:40,20.75,72.5,0.078,865.0,224.8,35491.67213
5/12/2017 14:00,20.91,73.1,0.072,845.0,232.7,35214.68852
5/12/2017 14:20,20.85,72.7,0.072,833.0,231.0,34962.88525
5/12/2017 14:40,21.03,73.6,0.07,810.0,235.8,34774.03279
5/12/2017 15:00,21.11,72.4,0.074,792.0,250.2,34333.37705
5/12/2017 15:20,21.01,71.9,0.073,744.0,363.2,33502.42623
5/12/2017 15:40,20.94,72.5,0.068,620.4,520.3,33074.36066
5/12/2017 16:00,21.18,71.3,0.067,624.1,589.2,32595.93443
5/12/2017 16:20,20.9,71.8,0.072,586.4,560.3,32835.14754
5/12/2017 16:40,21.0,71.4,0.077,557.8,542.6,32809.96721
5/12/2017 17:00,21.35,71.0,0.073,494.3,484.2,32822.55738
5/12/2017 17:20,21.41,70.6,0.068,441.2,438.9,32872.91803
5/12/2017 17:40,21.03,72.2,0.075,358.2,359.1,32860.32787
5/12/2017 18:00,20.87,73.8,0.069,332.4,334.2,32784.78689
5/12/2017 18:20,20.84,74.0,0.071,251.0,253.5,33640.91803
5/12/2017 18:40,20.37,76.9,0.07,189.6,191.3,34509.63934
5/12/2017 19:00,20.1,78.1,0.068,134.7,133.9,36121.18033
5/12/2017 19:20,19.84,78.8,0.073,82.2,79.9,41207.60656
5/12/2017 19:40,19.43,81.0,0.069,29.69,26.85,44292.19672
5/12/2017 20:00,19.13,82.0,0.069,10.04,9.16,44720.2623
5/12/2017 20:20,18.96,83.1,0.067,1.218,1.108,45135.7377
5/12/2017 20:40,18.73,84.2,0.072,0.069,0.126,45249.04918
5/12/2017 21:00,18.59,84.9,0.067,0.055,0.104,44644.72131
5/12/2017 21:20,18.46,85.5,0.069,0.044,0.145,44267.01639
5/12/2017 21:40,18.33,86.2,0.072,0.026,0.189,43763.40984
5/12/2017 22:00,18.24,86.7,0.067,0.04,0.133,42705.83607
5/12/2017 22:20,18.15,87.1,0.07,0.051,0.126,40792.13115
5/12/2017 22:40,18.14,87.3,0.07,0.059,0.104,39004.32787
5/12/2017 23:00,18.15,87.3,0.07,0.084,0.104,36901.77049
5/12/2017 23:20,18.22,87.6,0.074,0.073,0.13,34560.0
5/12/2017 23:40,18.17,88.0,0.072,0.055,0.13,32595.93443
5/13/2017 0:00,18.13,88.4,0.067,0.055,0.163,30732.59016
5/13/2017 0:20,18.11,88.7,0.068,0.066,0.163,29725.37705
5/13/2017 0:40,18.04,89.1,0.07,0.037,0.148,28541.90164
5/13/2017 1:00,17.54,89.6,0.069,0.059,0.141,27534.68852
5/13/2017 1:20,17.52,89.8,0.074,0.044,0.17,26766.68852
5/13/2017 1:40,17.29,90.2,0.073,0.102,0.174,26451.93443
5/13/2017 2:00,17.64,90.4,0.066,0.04,0.111,25797.2459
5/13/2017 2:20,17.56,90.3,0.067,0.033,0.141,25243.27869
5/13/2017 2:40,17.44,90.4,0.068,0.029,0.159,25041.83607
5/13/2017 3:00,17.49,90.3,0.067,0.055,0.115,25344.0
5/13/2017 3:20,17.41,90.4,0.064,0.051,0.13,25406.95082
5/13/2017 3:40,17.38,90.3,0.066,0.077,0.107,25835.01639
5/13/2017 4:00,17.3,90.3,0.072,0.04,0.148,25016.65574
5/13/2017 4:20,17.25,90.5,0.066,0.051,0.115,24790.03279
5/13/2017 4:40,17.17,90.5,0.066,0.033,0.137,24311.60656
5/13/2017 5:00,16.96,90.4,0.069,0.055,0.152,22133.5082
5/13/2017 5:20,16.94,90.6,0.071,0.059,0.122,20798.95082
5/13/2017 5:40,16.91,90.8,0.069,0.04,0.196,20685.63934
5/13/2017 6:00,16.86,90.9,0.074,0.677,0.645,21793.57377
5/13/2017 6:20,16.53,91.2,0.072,6.101,5.222,22951.86885
5/13/2017 6:40,16.33,91.3,0.073,22.54,19.35,22750.42623
5/13/2017 7:00,16.1,91.6,0.067,58.76,49.72,23719.86885
5/13/2017 7:20,16.51,92.1,0.076,138.6,123.3,25004.06557
5/13/2017 7:40,16.69,91.6,0.084,192.4,173.1,25646.16393
5/13/2017 8:00,17.07,91.3,0.086,266.1,240.2,26980.72131
5/13/2017 8:20,17.27,90.7,0.08,329.7,300.0,28164.19672
5/13/2017 8:40,17.53,90.5,0.087,384.1,351.0,29272.13115
5/13/2017 9:00,18.01,89.2,0.086,478.8,442.7,30531.14754
5/13/2017 9:20,18.8,87.5,0.083,534.9,493.7,31941.2459
5/13/2017 9:40,19.78,84.0,0.084,568.4,518.0,33061.77049
5/13/2017 10:00,21.31,77.1,0.084,643.4,596.3,33515.01639
5/13/2017 10:20,22.56,65.83,0.082,601.2,526.4,34497.04918
5/13/2017 10:40,23.4,58.59,0.081,737.0,508.9,35428.72131
5/13/2017 11:00,24.94,50.72,0.083,601.0,333.0,35453.90164
5/13/2017 11:20,25.9,46.15,0.085,642.7,298.4,35743.47541
5/13/2017 11:40,27.91,39.84,0.082,878.0,287.4,36209.31148
5/13/2017 12:00,28.65,34.87,0.085,777.0,241.3,36284.85246
5/13/2017 12:20,29.36,33.0,0.086,871.0,219.8,36398.16393
5/13/2017 12:40,30.95,31.83,0.074,856.0,205.8,35516.85246
5/13/2017 13:00,31.18,30.83,0.073,850.0,206.0,35995.27869
5/13/2017 13:20,31.71,21.96,0.07,863.0,204.4,35693.11475
5/13/2017 13:40,31.94,20.62,2.745,853.0,204.4,35164.32787
5/13/2017 14:00,31.99,18.42,4.927,847.0,204.3,34786.62295
5/13/2017 14:20,31.75,16.95,4.923,825.0,207.3,34484.45902
5/13/2017 14:40,32.14,14.14,4.922,799.0,213.9,34169.70492
5/13/2017 15:00,32.45,13.54,4.922,768.0,242.0,31236.19672
5/13/2017 15:20,32.99,14.01,3.97,732.0,384.5,29788.32787
5/13/2017 15:40,34.15,14.64,4.922,691.9,599.0,31676.85246
5/13/2017 16:00,35.46,17.25,4.406,647.8,614.7,31953.83607
5/13/2017 16:20,35.46,18.48,2.977,604.4,580.6,32218.22951
5/13/2017 16:40,35.14,21.75,1.063,548.3,532.1,31613.90164
5/13/2017 17:00,34.72,21.98,0.198,481.6,468.3,32281.18033
5/13/2017 17:20,34.03,22.68,0.077,417.9,407.6,31953.83607
5/13/2017 17:40,33.5,20.58,3.471,358.2,350.0,31462.81967
5/13/2017 18:00,33.35,18.65,0.079,305.6,300.5,31802.7541
5/13/2017 18:20,32.97,18.48,0.08,246.7,243.9,32004.19672
5/13/2017 18:40,32.62,18.85,0.078,182.5,179.7,33565.37705
5/13/2017 19:00,32.05,19.28,0.079,127.1,122.9,34962.88525
5/13/2017 19:20,31.06,23.78,0.08,80.5,76.0,40288.52459
5/13/2017 19:40,29.8,27.38,0.077,43.83,40.52,43662.68852
5/13/2017 20:00,29.08,27.02,0.079,15.58,13.95,44695.08197
5/13/2017 20:20,28.43,25.72,0.081,1.693,1.497,44934.29508
5/13/2017 20:40,27.35,28.55,0.078,0.106,0.115,44355.14754
5/13/2017 21:00,26.9,30.72,0.079,0.077,0.119,43713.04918
5/13/2017 21:20,26.74,29.29,0.079,0.069,0.089,43713.04918
5/13/2017 21:40,26.51,29.69,0.082,0.084,0.089,42592.52459
5/13/2017 22:00,26.11,31.22,0.083,0.099,0.089,41660.85246
5/13/2017 22:20,26.43,30.15,0.078,0.091,0.093,40905.44262
5/13/2017 22:40,26.36,31.22,0.081,0.099,0.078,39054.68852
5/13/2017 23:00,26.01,33.29,0.08,0.084,0.096,37632.0
5/13/2017 23:20,25.97,33.72,0.078,0.077,0.096,35604.98361
5/13/2017 23:40,25.84,34.76,0.08,0.08,0.145,32709.2459
5/14/2017 0:00,26.04,35.66,0.08,0.102,0.141,31072.52459
5/14/2017 0:20,26.2,36.22,0.08,0.088,0.078,29121.04918
5/14/2017 0:40,25.73,38.26,0.08,0.084,0.085,27799.08197
5/14/2017 1:00,25.25,40.09,0.079,0.084,0.119,26754.09836
5/14/2017 1:20,25.04,40.16,0.08,0.077,0.137,25948.32787
5/14/2017 1:40,24.57,43.26,0.079,0.095,0.1,25180.32787
5/14/2017 2:00,23.95,44.76,0.076,0.102,0.115,24601.18033
5/14/2017 2:20,23.58,43.1,0.075,0.11,0.122,23808.0
5/14/2017 2:40,23.16,41.86,0.078,0.11,0.089,23946.4918
5/14/2017 3:00,22.76,42.63,0.079,0.091,0.115,23946.4918
5/14/2017 3:20,22.67,42.23,0.082,0.084,0.13,23870.95082
5/14/2017 3:40,22.47,43.06,0.077,0.073,0.174,24664.13115
5/14/2017 4:00,21.35,51.0,0.078,0.095,0.093,24084.98361
5/14/2017 4:20,20.89,50.87,0.079,0.084,0.089,23266.62295
5/14/2017 4:40,20.7,52.37,0.08,0.069,0.156,22574.16393
5/14/2017 5:00,20.07,54.94,0.078,0.077,0.122,20635.27869
5/14/2017 5:20,19.47,58.61,0.082,0.091,0.148,19262.95082
5/14/2017 5:40,19.07,58.94,0.078,0.091,0.119,19124.45902
5/14/2017 6:00,18.81,62.91,0.08,0.625,0.53,19137.04918
5/14/2017 6:20,18.44,64.44,0.077,5.862,5.095,19250.36066
5/14/2017 6:40,18.0,65.48,0.078,38.64,35.3,19476.98361
5/14/2017 7:00,18.08,65.28,0.071,104.6,97.9,20093.90164
5/14/2017 7:20,18.06,65.61,0.07,161.4,153.6,21012.98361
